source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_name_eng,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
NHQ92,0,None,ncsp,Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; intertarsaal,Other amputation or related operation on ankle or foot; intertarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ93,0,None,ncsp,Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; tarsometatarsaal,Other amputation or related operation on ankle or foot; tarsometatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ94,0,None,ncsp,Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; transmetatarsaal,Other amputation or related operation on ankle or foot; transmetatarsal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ95,0,None,ncsp,Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; metatarsofalangeaal,Other amputation or related operation on ankle or foot; metatarsophalangeal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ97,0,None,ncsp,"Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; varvas, osaliselt","Other amputation or related operation on ankle or foot; toe, partial",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHQ99,0,None,ncsp,Hüppeliigese piirkonna muu amputatsioon või sellega seotud operatsioon; muu või määratlemata,Other amputation or related operation on ankle or foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR09,0,None,ncsp,Hüppeliigese piirkonna või labajala pehme koe tuumori mittetäielik ekstsisioon,Incomplete excision of soft tissue tumour of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR19,0,None,ncsp,Hüppeliigese piirkonna või labajala pehme koe tuumori täielik ekstsisioon,Complete excision of soft tissue tumour of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR29,0,None,ncsp,Hüppeliigese piirkonna või labajala pehme koe tuumori laiendatud ekstsisioon,Extended excision of soft tissue tumour of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR39,0,None,ncsp,Hüppeliigese piirkonna või labajala pehme koe tuumori plokk-ekstsisioon,Block excision of soft tissue tumour of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR49,0,None,ncsp,Hüppeliigese piirkonna või labajala luu või kõhre tuumori mittetäielik ekstsisioon,Incomplete excision of tumour of bone or cartilage of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR59,0,None,ncsp,Hüppeliigese piirkonna või labajala  luu või kõhre tuumori täielik ekstsisioon,Complete excision of tumour of bone or cartilage of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR69,0,None,ncsp,Hüppeliigese piirkonna või labajala  luu või kõhre tuumori laiendatud ekstsisioon,Extended excision of tumour of bone or cartilage of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR79,0,None,ncsp,Hüppeliigese piirkonna või labajala  luu või kõhre tuumori plokk-ekstsisioon,Block excision of tumour of bone or cartilage of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHR99,0,None,ncsp,Muu operatsioon hüppeliigese piirkonna või labajala tuumori korral,Other operation for tumour of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHS09,0,None,ncsp,Intsisioon ja nekrektoomia hüppeliigese piirkonna või labajala kõõluse infektsiooni korral,Incision and debridement of infection of tendon of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHS19,0,None,ncsp,Intsisioon ja nekrektoomia hüppe- või labajalaliigese infektsiooni korral,Incision and debridement of infection of joint of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHS29,0,None,ncsp,Intsisioon ja nekrektoomia hüppeliigese- või labajalaluude infektsiooni korral,Incision and debridement of infection of bone of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHS39,0,None,ncsp,Intsisioon ja nekrektoomia hüppeliigese piirkonna või labajala kõõluse infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse,Incision and debridement of infection of tendon of ankle or foot with introduction of therapeutic agent,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHS49,0,None,ncsp,Intsisioon ja nekrektoomia hüppe- või labajalaliigese infektsiooni  korral koos raviaine sisseviimisega infektsiooni koldesse,Incision and debridement of infection of joint of ankle or foot with introduction of therapeutic agent,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHS59,0,None,ncsp,Intsisioon ja nekrektoomia hüppeliigese- või labajalaluude infektsiooni  korral koos raviaine sisseviimisega infektsiooni koldesse,Incision and debridement of infection of bone of ankle or foot with introduction of therapeutic agent,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHS99,0,None,ncsp,"Muu operatsioon hüppeliigese piirkonna või labajala  kõõluse, liigese või luu infektsiooni korral","Other operation for infection of tendon, joint or bone of ankle or foot",Infection control procedure,77248004,4298121,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHS99,0,None,ncsp,"Muu operatsioon hüppeliigese piirkonna või labajala  kõõluse, liigese või luu infektsiooni korral","Other operation for infection of tendon, joint or bone of ankle or foot",Operative procedure on ankle AND/OR foot,107793001,4029553,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHT09,0,None,ncsp,Võõrkeha eemaldamine hüppeliigese ja labajala koest,Removal of foreign body from tissue of ankle and foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHT19,0,None,ncsp,Hüppe- või labajalaliigese  redressioon,Forcible manipulation of joint of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHT39,0,None,ncsp,"Hüppeliigese piirkonna või labajala deformatsiooni korrektsioon lihase, kõõluse või sidemega","Correction of deformity of ankle or foot using muscle, tendon or ligament",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHT49,0,None,ncsp,Hüppeliigese piirkonna või labajala deformatsiooni korrektsioon välise või sisemise fiksatsiooniga,Correction of deformity of ankle or foot using external or internal fixation,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHT99,0,None,ncsp,Muu operatsioon hüppeliigese piirkonnas või labajalal,Other operation on ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU00,0,None,ncsp,Osalise proteesi eemaldamine hüppeliigesest; kõik osad,Removal of partial prosthesis from ankle joint; all parts,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU01,0,None,ncsp,Osalise proteesi eemaldamine hüppeliigesest; üks osa – proksimaalne,Removal of partial prosthesis from ankle joint; single part - proximal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU02,0,None,ncsp,Osalise proteesi eemaldamine hüppeliigesest; üks osa – distaalne,Removal of partial prosthesis from ankle joint; single part – distal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU03,0,None,ncsp,Osalise proteesi eemaldamine hüppeliigesest; üks osa – muu,Removal of partial prosthesis from ankle joint; single part – other,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU04,0,None,ncsp,"Osalise proteesi eemaldamine hüppeliigesest; rohkem kui üks, aga mitte kõik osad","Removal of partial prosthesis from ankle joint; more than one, but not all parts",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU09,0,None,ncsp,Osalise proteesi eemaldamine hüppeliigesest; muu või määratlemata,Removal of partial prosthesis from ankle joint; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU10,0,None,ncsp,Totaalse proteesi eemaldamine hüppeliigesest; kõik osad,Removal of total prosthesis from ankle joint; all parts,Removal of external fixation,281951001,4086024,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHU11,0,None,ncsp,Totaalse proteesi eemaldamine hüppeliigesest; üks osa – proksimaalne,Removal of total prosthesis from ankle joint; single part - proximal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU12,0,None,ncsp,Totaalse proteesi eemaldamine hüppeliigesest; üks osa – distaalne,Removal of total prosthesis from ankle joint; single part – distal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU13,0,None,ncsp,Totaalse proteesi eemaldamine hüppeliigesest; üks osa – muu,Removal of total prosthesis from ankle joint; single part – other,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU14,0,None,ncsp,"Totaalse proteesi eemaldamine hüppeliigesest; rohkem kui üks, aga mitte kõik osad","Removal of total prosthesis from ankle joint; more than one, but not all parts",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU19,0,None,ncsp,Totaalse proteesi eemaldamine hüppeliigesest; muu või määratlemata,Removal of total prosthesis from ankle joint; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU20,0,None,ncsp,Proteesi eemaldamine muust labajalaliigesest; kõik osad,Removal of prosthesis from other joint of foot; all parts,Removal of bone screw internal fixation device from ankle,713087001,37016930,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHU20,0,None,ncsp,Proteesi eemaldamine muust labajalaliigesest; kõik osad,Removal of prosthesis from other joint of foot; all parts,Removal of internal fixation device,72010008,4218109,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHU20,0,None,ncsp,Proteesi eemaldamine muust labajalaliigesest; kõik osad,Removal of prosthesis from other joint of foot; all parts,Removal of internal fixation device from phalanges of foot,78786007,4302583,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NHU21,0,None,ncsp,Proteesi eemaldamine muust labajalaliigesest; üks osa – proksimaalne,Removal of prosthesis from other joint of foot; single part - proximal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU22,0,None,ncsp,Proteesi eemaldamine muust labajalaliigesest; üks osa – distaalne,Removal of prosthesis from other joint of foot; single part – distal,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU23,0,None,ncsp,Proteesi eemaldamine muust labajalaliigesest; üks osa – muu,Removal of prosthesis from other joint of foot; single part – other,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU24,0,None,ncsp,"Proteesi eemaldamine muust labajalaliigesest; rohkem kui üks, aga mitte kõik osad","Removal of prosthesis from other joint of foot; more than one, but not all parts",,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU29,0,None,ncsp,Proteesi eemaldamine muust labajalaliigesest; muu või määratlemata,Removal of prosthesis from other joint of foot; other or unspecified,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU39,0,None,ncsp,Välise fiksatsioonivahendi eemaldamine hüppeliigese piirkonnast või labajalalt,Removal of external fixation device from ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU49,0,None,ncsp,Sisemise fiksatsioonivahendi eemaldamine hüppeliigese piirkonnast või labajalalt,Removal of internal fixation device from ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU69,0,None,ncsp,Proteessideme eemaldamine hüppeliigese piirkonnast või labajalalt,Removal of prosthetic ligament from ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU89,0,None,ncsp,Terapeutilise implantaadi eemaldamine hüppeliigese piirkonnast või labajalalt infektsiooni ravi korral,Removal of therapeutic implant in treatment of infection of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHU99,0,None,ncsp,Muu implantaadi eemaldamine hüppeliigese piirkonnast või labajalalt,Removal of other implant from ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHW49,0,None,ncsp,Haava dehistsentsi korrektsioon hüppeliigese või labajala kirurgias,Repair of wound dehiscence in surgery of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHW59,0,None,ncsp,Kordusoperatsioon pindmise infektsiooni korral hüppeliigese või labajala kirurgias,Reoperation for superficial infection in surgery of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHW69,0,None,ncsp,Kordusoperatsioon süvainfektsiooni korral hüppeliigese või labajala kirurgias,Reoperation for deep infection in surgery of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHW79,0,None,ncsp,Kordusoperatsioon pindmise verejooksu korral hüppeliigese või labajala kirurgias,Reoperation for superficial haemorrhage in surgery of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHW89,0,None,ncsp,Kordusoperatsioon sisemise verejooksu korral hüppeliigese või labajala kirurgias,Reoperation for deep haemorrhage in surgery of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NHW99,0,None,ncsp,Muu kordusoperatsioon hüppeliigese või labajala kirurgias,Other reoperation in surgery of ankle or foot,,No matching concept,0,None,,,2024-06-04,2099-12-31
NXL00,0,None,ncsp,Skeletilihase lihasbiopsia,Muscle biopsy of sceletal muscle,Biopsy of muscle,178263003,4075290,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
NXW49,0,None,ncsp,Haava dehistsentsi korrektuur muudes lihasskeletisüsteemi määratletud kohtades,Repair of wound dehiscence in surgery of other defined sites of musculoskeletal system,,No matching concept,0,None,,,2024-06-04,2099-12-31
NXW59,0,None,ncsp,Kordusoperatsioon pindmise infektsiooni korral muudes lihasskeletisüsteemi määratletud kohtades,Reoperation for superficial infection in surgery of other defined sites of musculoskeletal system,,No matching concept,0,None,,,2024-06-04,2099-12-31
NXW69,0,None,ncsp,Kordusoperatsioon sügava infektsiooni korral muudes lihasskeletisüsteemi määratletud kohtades,Reoperation for deep infection in surgery of other defined sites of musculoskeletal system,,No matching concept,0,None,,,2024-06-04,2099-12-31
NXW79,0,None,ncsp,Kordusoperatsioon pindmise verejooksu korral muudes lihasskeletisüsteemi määratletud kohtades,Reoperation for superficial haemorrhage in surgery of other defined sites of musculoskeletal system,,No matching concept,0,None,,,2024-06-04,2099-12-31
NXW89,0,None,ncsp,Kordusoperatsioon süvaverejooksu korral muudes lihasskeletisüsteemi määratletud kohtades,Reoperation for deep haemorrhage in surgery of other defined sites of musculoskeletal system,,No matching concept,0,None,,,2024-06-04,2099-12-31
NXW99,0,None,ncsp,Muu kordusoperatsioon muudes lihasskeletisüsteemi määratletud kohtades,Other reoperation in surgery of other defined sites of musculoskeletal system,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAA10,0,None,ncsp,Truncus brachiocephalicus’e revisioon,Exploration of brachiocephalic trunk,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAA20,0,None,ncsp,A. carotis communis’e revisioon,Exploration of common carotid artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAA21,0,None,ncsp,A. carotis interna revisioon,Exploration of internal carotid artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAA30,0,None,ncsp,A. subclavia revisioon,Exploration of subclavian artery,Exploration of subclavian artery,307628005,4144201,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
PAA99,0,None,ncsp,Aordikaare arteritest lähtuvate muude arteriaalsete harude revisioon,Exploration of other arterial branch originating from aortic arch arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAB10,0,None,ncsp,Truncus brachiocephalicus’e ligeerimine,Ligature of brachiocephalic trunk,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAB20,0,None,ncsp,A. carotis communis’e ligeerimine,Ligature of common carotid artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAB21,0,None,ncsp,A. carotis interna ligeerimine,Ligature of internal carotid artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAB22,0,None,ncsp,A. carotis externa ligeerimine,Ligature of external carotid artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAB30,0,None,ncsp,A. subclavia ligeerimine,Ligature of subclavian artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAB40,0,None,ncsp,A. vertebralis’e ligeerimine,Ligature of vertebral artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAB99,0,None,ncsp,Aordikaare arteritest lähtuvate muude arteriaalsete harude ligeerimine,Ligature of other arterial branch originating from aortic arch arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAC10,0,None,ncsp,Truncus brachiocephalicus’e suturatsioon,Suture of brachiocephalic trunk,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAC20,0,None,ncsp,A. carotis communis’e suturatsioon,Suture of common carotid artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAC21,0,None,ncsp,A. carotis interna suturatsioon,Suture of internal carotid artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAC30,0,None,ncsp,A. subclavia suturatsioon,Suture of subclavian artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
PAC99,0,None,ncsp,Aordikaare arteritest lähtuvate muude arteriaalsete harude suturatsioon,Suture of other arterial branch originating from aortic arch arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
